Data,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-04-23 22:00:00,55.17,14.35,1924.8,599.9,400.78,9.38,1.74,300.53,302.35,289.64,301.61,292.54,288.67,289.07,420.19,398.69,400.66,353.37,347.82,351.01,349.45,63.94,3.74
2017-04-23 23:00:00,55.17,14.35,2120.54,599.92,400.4,9.66,1.75,299.72,301.4,296.43,300.92,296.81,294.37,292.43,399.36,399.27,399.92,350.99,348.67,349.12,349.36,64.38,2.92
2017-04-24 00:00:00,55.17,14.35,1979.69,599.69,399.97,9.78,1.76,300.12,300.92,299.88,300.12,300.04,299.64,300.77,402.58,402.52,399.41,350.13,348.82,345.23,347.66,63.56,4.36
2017-04-24 01:00:00,55.17,14.35,1760.18,600.03,400.49,9.54,1.76,299.76,299.26,299.94,300.04,299.79,300.6,299.31,402.46,399.11,399.78,355.7,351.86,349.75,348.12,64.73,3.3
2017-04-24 02:00:00,55.17,14.35,2371.39,599.95,400.35,9.44,1.76,299.88,299.68,299.86,299.91,300.0,299.94,299.09,400.14,399.17,399.78,355.83,357.35,347.58,353.47,62.75,4.9
2017-04-24 03:00:00,55.17,14.35,2295.6,599.59,399.82,9.73,1.73,299.93,300.63,300.03,299.88,300.07,299.97,299.63,409.47,399.54,400.71,358.73,352.76,348.77,349.79,62.75,4.86
2017-04-24 04:00:00,55.17,14.35,2290.06,599.88,399.54,9.85,1.64,299.94,300.15,299.95,299.96,299.65,300.19,300.07,411.72,397.84,398.97,352.81,350.6,353.03,350.45,62.74,4.79
2017-04-24 05:00:00,55.17,14.35,2243.32,599.72,400.05,10.03,1.63,299.8,299.38,299.83,300.0,300.03,299.7,299.69,405.02,400.15,400.53,355.05,349.56,354.64,349.43,62.73,4.71
2017-04-24 06:00:00,55.16,14.38,1712.69,600.03,399.82,10.01,1.6,299.88,299.9,299.91,299.89,299.96,299.86,299.85,396.97,396.92,399.77,352.24,344.15,353.97,344.52,62.72,4.63
2017-04-24 07:00:00,52.75,19.19,1529.8,600.25,399.4,9.77,1.67,300.08,300.45,299.98,300.0,300.03,299.64,300.35,399.26,399.91,399.94,357.7,348.1,354.74,351.85,62.71,4.55
2017-04-24 08:00:00,52.75,19.19,1674.48,599.68,401.56,9.5,1.7,300.11,299.06,300.15,299.85,300.07,299.86,300.66,399.43,398.21,399.31,353.6,354.44,352.46,351.86,62.7,4.47
2017-04-24 09:00:00,52.75,19.19,2048.72,537.0,398.75,9.49,1.62,300.24,298.16,299.41,300.11,300.19,300.72,299.76,400.82,383.52,398.04,347.46,347.42,354.94,349.59,62.44,4.39
2017-04-24 10:00:00,52.75,19.19,2080.2,471.88,401.08,9.96,1.65,300.2,300.09,299.9,299.91,299.91,299.87,299.63,400.1,403.48,399.2,357.54,342.56,358.41,345.82,62.28,4.31
2017-04-24 11:00:00,52.75,19.19,2200.23,449.6,399.86,9.87,1.62,299.95,299.68,299.98,299.92,299.9,300.13,300.34,399.32,398.93,400.11,363.35,350.09,357.55,349.89,62.41,4.23
2017-04-24 12:00:00,52.75,19.19,1256.77,478.56,399.0,9.81,1.54,300.08,300.15,299.95,299.94,299.98,299.73,299.83,400.6,405.59,399.61,358.43,354.66,350.06,350.26,62.39,4.15
2017-04-24 13:00:00,52.75,19.19,2295.05,599.92,400.79,10.04,1.56,299.93,299.84,299.85,299.97,299.92,299.89,298.9,399.53,399.01,400.38,353.8,349.49,359.06,348.44,62.33,4.07
2017-04-24 14:00:00,52.75,19.19,2427.87,600.62,399.52,9.96,1.68,299.81,299.68,299.86,299.99,299.97,299.94,300.7,399.24,403.26,399.3,352.85,349.26,359.57,351.85,62.27,3.99
2017-04-24 15:00:00,52.73,19.23,2520.03,600.12,399.43,9.96,1.72,299.86,299.72,299.89,299.88,299.96,300.45,299.95,399.81,398.55,400.2,352.14,349.71,354.76,350.27,62.21,3.91
2017-04-24 16:00:00,48.77,27.23,2050.12,599.89,399.53,9.68,1.75,299.93,300.39,299.92,299.89,299.86,299.73,300.22,400.54,398.39,399.93,349.49,344.47,349.3,346.68,62.2,3.83
2017-04-24 17:00:00,48.77,27.23,2153.99,599.97,399.8,10.04,1.76,300.12,300.07,300.01,299.97,299.86,300.56,300.11,400.73,402.0,399.83,350.72,348.13,349.23,348.96,64.84,3.79
2017-04-24 18:00:00,48.77,27.23,2185.09,599.93,400.21,10.01,1.77,299.71,299.95,299.95,299.97,299.94,299.78,299.83,399.53,398.58,400.21,349.76,351.2,350.84,350.64,65.26,3.08
2017-04-24 19:00:00,48.77,27.23,1997.66,570.52,401.43,9.88,1.75,299.7,300.35,299.91,299.91,299.91,300.19,300.25,454.46,436.44,473.29,351.32,352.86,352.19,350.58,66.56,1.28
2017-04-24 20:00:00,48.77,27.23,1333.05,599.85,399.31,9.84,1.76,299.87,299.95,300.03,299.92,299.98,299.61,299.52,399.53,399.12,399.93,349.91,349.18,349.36,350.46,65.87,1.49
2017-04-24 21:00:00,48.77,27.23,1927.59,599.76,400.23,9.95,1.76,299.95,299.62,300.02,300.0,299.91,299.81,299.95,399.82,399.67,399.75,352.72,348.75,352.87,349.2,66.95,1.13
2017-04-24 22:00:00,48.77,27.23,1814.5,599.99,399.49,9.88,1.77,299.96,299.32,299.93,299.95,299.98,299.63,300.9,400.46,400.23,399.75,353.52,357.98,352.72,354.93,66.33,1.15
2017-04-24 23:00:00,48.77,27.23,2039.85,599.81,399.07,9.69,1.78,299.71,299.76,299.87,299.86,299.93,299.62,300.22,400.32,399.42,399.83,349.0,341.71,350.34,346.03,67.22,1.02
2017-04-25 00:00:00,48.76,27.26,1255.04,599.93,399.3,9.56,1.76,300.19,299.21,299.93,299.95,299.99,300.21,300.33,399.49,399.58,400.41,350.86,350.43,348.91,348.87,65.22,3.28
2017-04-25 01:00:00,45.38,30.9,2173.91,594.72,403.07,9.73,1.69,299.95,299.73,300.0,300.0,299.96,300.11,300.07,519.31,510.27,528.43,352.56,353.05,350.19,351.97,67.08,1.08
2017-04-25 02:00:00,45.38,30.9,1849.36,600.84,400.55,9.98,1.72,299.83,299.96,300.0,299.99,299.86,299.76,300.24,439.48,460.39,467.99,350.46,348.45,350.68,348.83,66.48,1.34
2017-04-25 03:00:00,45.38,30.9,2278.11,600.33,399.94,9.92,1.75,300.02,299.65,299.79,299.75,299.59,299.9,300.04,397.47,400.75,398.98,350.19,351.53,352.9,347.8,66.57,1.05
2017-04-25 04:00:00,45.38,30.9,2324.27,600.05,400.27,9.78,1.74,299.96,298.84,299.97,299.98,299.79,299.74,299.07,400.54,400.7,400.09,350.8,350.33,347.11,349.91,66.72,1.34
2017-04-25 05:00:00,45.38,30.9,1923.14,599.77,400.08,9.61,1.75,299.96,300.29,300.05,299.94,299.64,299.13,300.36,400.01,401.18,399.47,350.13,348.1,349.44,349.21,66.79,1.17
2017-04-25 06:00:00,45.38,30.9,933.53,581.06,399.2,9.9,1.73,299.79,300.67,299.91,300.01,299.84,300.02,299.11,423.26,419.96,425.94,354.86,354.74,350.98,350.29,66.48,1.1
2017-04-25 07:00:00,45.38,30.9,888.52,586.94,402.4,9.98,1.55,300.13,300.24,300.14,299.95,299.66,299.99,299.69,540.55,503.71,778.71,348.38,347.44,352.2,347.99,66.48,1.1
2017-04-25 08:00:00,45.38,30.9,855.3,599.88,399.88,10.09,1.53,299.88,299.2,299.99,300.1,300.06,299.94,300.66,462.98,508.32,842.92,356.29,356.65,384.3,370.43,66.48,1.1
2017-04-25 09:00:00,45.38,30.9,822.09,449.88,400.22,10.01,1.53,300.09,299.89,300.11,300.0,299.92,300.25,300.0,760.2,795.42,770.77,608.89,586.52,628.21,613.26,66.48,1.1
2017-04-25 10:00:00,45.38,30.9,788.87,421.25,401.73,10.0,1.53,299.96,299.93,299.94,299.89,299.88,299.91,299.73,771.15,473.56,884.83,668.32,652.55,649.55,621.51,66.48,1.1
2017-04-25 11:00:00,45.38,30.9,755.65,400.84,403.63,9.98,1.53,297.55,296.54,298.74,299.67,299.75,298.28,298.03,794.99,415.41,884.79,442.5,660.85,650.41,248.8,66.48,1.1
2017-04-25 12:00:00,45.38,30.9,722.44,380.42,405.54,9.97,1.53,273.51,216.86,254.0,300.55,302.27,271.12,283.7,818.84,767.4,884.75,390.06,669.15,651.27,361.63,66.48,1.1
2017-04-25 13:00:00,45.38,30.9,689.22,360.01,407.45,9.97,1.53,308.87,300.11,299.93,299.92,299.63,302.49,299.99,810.05,796.91,884.71,340.88,660.59,652.13,281.32,66.48,1.1
2017-04-25 14:00:00,45.38,30.9,656.01,339.59,409.35,9.96,1.53,300.06,300.73,299.88,300.1,300.03,299.17,299.9,611.26,804.08,884.66,177.98,549.79,652.99,446.05,66.48,1.1
2017-04-25 15:00:00,45.44,30.85,622.79,319.18,411.26,9.95,1.53,299.95,300.63,299.98,300.07,299.89,300.92,300.35,844.74,811.25,884.62,187.88,517.86,653.85,602.18,66.48,1.1
2017-04-25 16:00:00,54.52,20.56,589.57,298.77,413.16,9.93,1.53,299.82,299.56,299.96,300.05,299.85,299.21,300.48,851.5,818.41,884.58,197.79,539.13,654.71,632.79,66.48,1.1
2017-04-25 17:00:00,54.52,20.56,556.36,278.35,415.07,9.92,1.52,299.86,300.59,300.05,300.18,299.9,299.52,299.76,828.32,783.5,884.54,207.69,525.95,655.57,502.55,66.48,1.1
2017-04-25 18:00:00,54.52,20.56,941.89,257.94,415.79,9.91,1.52,299.91,299.82,299.99,299.93,299.94,300.2,299.48,543.23,501.17,884.1,217.59,282.96,656.43,400.56,66.48,1.1
2017-04-25 19:00:00,54.52,20.56,1098.05,320.18,400.3,9.38,1.53,299.94,300.3,299.83,299.86,299.7,299.39,300.14,532.94,531.4,336.15,358.95,407.49,510.89,398.05,66.48,1.1
2017-04-25 20:00:00,54.52,20.56,2068.55,350.31,401.95,9.39,1.53,299.99,300.77,300.05,300.06,299.78,300.2,298.75,510.56,502.79,506.21,409.83,415.54,429.56,399.66,66.47,1.11
2017-04-25 21:00:00,54.52,20.56,1934.06,436.32,399.96,9.83,1.61,299.92,300.16,299.87,299.89,300.11,299.26,300.1,503.1,502.63,501.29,407.14,400.97,409.93,405.7,65.09,3.59
2017-04-25 22:00:00,54.52,20.56,2012.94,504.79,400.2,9.61,1.69,299.73,300.78,299.94,299.89,299.94,300.22,300.22,499.35,499.54,498.7,401.16,399.54,401.5,402.54,64.29,4.03
2017-04-25 23:00:00,54.52,20.56,1739.07,511.35,399.07,9.37,1.7,299.98,300.02,300.03,299.99,300.52,299.56,299.77,501.09,499.46,499.19,399.11,400.48,401.42,402.22,65.28,3.03
2017-04-26 00:00:00,54.51,20.57,1196.4,427.53,400.76,9.48,1.64,299.81,300.1,299.76,299.6,300.21,300.28,300.15,588.3,581.27,602.87,470.05,490.71,483.82,404.44,64.48,4.73
2017-04-26 01:00:00,52.5,21.1,2100.06,505.15,400.4,9.55,1.7,297.93,299.93,299.76,299.93,299.75,300.47,299.71,502.35,502.13,498.15,404.78,404.22,436.2,389.18,63.68,4.87
2017-04-26 02:00:00,52.5,21.1,2081.2,520.07,398.94,9.69,1.71,299.96,299.97,299.95,299.83,300.03,299.95,300.34,501.29,501.95,500.23,397.45,396.24,405.13,395.41,64.37,5.0
2017-04-26 03:00:00,52.5,21.1,2178.78,527.12,399.81,10.21,1.72,299.89,299.7,300.0,299.87,299.78,300.44,300.14,499.63,500.36,498.4,399.91,400.89,401.23,402.44,65.79,3.22
2017-04-26 04:00:00,52.5,21.1,2275.52,523.09,402.28,9.93,1.72,299.81,299.69,299.92,299.96,300.01,299.52,300.37,509.85,501.65,505.32,398.89,398.86,401.14,397.96,66.95,1.3
2017-04-26 05:00:00,52.5,21.1,1930.93,558.88,399.32,9.65,1.72,299.96,300.07,299.94,299.82,299.78,301.1,299.02,501.12,498.32,500.3,400.75,397.86,402.83,398.62,66.61,1.24
2017-04-26 06:00:00,52.52,21.07,1326.1,599.98,399.77,9.61,1.71,301.97,299.97,299.97,300.05,300.07,300.35,299.92,502.59,500.77,501.05,397.08,397.42,397.8,397.51,66.33,1.38
2017-04-26 07:00:00,56.08,15.23,1598.25,569.76,399.53,9.52,1.69,300.01,300.13,299.81,299.95,300.15,300.63,299.73,499.55,500.92,498.58,401.25,402.75,401.56,398.66,66.3,1.32
2017-04-26 08:00:00,56.08,15.23,2319.47,508.45,399.65,9.89,1.71,300.14,300.03,299.97,299.84,300.01,298.98,299.76,499.93,499.93,498.85,400.57,399.87,397.89,400.85,66.25,1.13
2017-04-26 09:00:00,56.08,15.23,2304.57,517.14,399.46,9.91,1.74,300.31,300.02,299.62,299.79,300.3,297.19,300.88,501.18,504.36,502.0,401.52,396.4,400.59,399.93,67.2,1.07
2017-04-26 10:00:00,56.08,15.23,1704.74,508.32,398.72,9.8,1.75,300.18,300.38,300.16,299.8,300.16,299.63,300.66,501.47,501.73,498.99,400.9,399.57,400.23,400.9,66.98,1.13
2017-04-26 11:00:00,56.08,15.23,2196.82,516.23,400.19,9.78,1.74,300.02,299.16,300.03,300.15,299.93,300.8,299.85,500.51,501.88,499.48,404.16,402.14,399.43,400.54,67.07,0.89
2017-04-26 12:00:00,56.08,15.23,2034.39,497.2,400.25,9.86,1.75,299.9,299.06,299.83,299.79,299.79,298.98,299.92,498.27,500.33,499.52,403.87,398.63,399.13,399.26,66.7,1.11
2017-04-26 13:00:00,56.08,15.23,1993.84,447.64,400.3,9.76,1.71,300.13,299.71,299.98,299.77,299.97,298.8,299.79,501.71,498.77,499.19,396.87,398.06,399.72,400.29,67.0,1.07
2017-04-26 14:00:00,56.08,15.23,1642.88,430.57,398.87,9.57,1.71,300.08,300.38,300.07,300.12,299.9,300.1,299.93,500.67,499.58,498.68,401.3,397.22,396.97,398.33,65.99,1.11
2017-04-26 15:00:00,56.09,15.23,1931.03,353.79,401.01,9.52,1.61,299.98,299.77,300.11,299.74,299.98,300.18,299.85,500.44,501.35,498.69,397.64,398.84,401.86,399.76,66.57,1.23
2017-04-26 16:00:00,56.75,13.54,2323.33,380.95,401.03,9.42,1.66,299.9,300.12,299.65,299.61,299.93,299.9,300.07,503.77,503.65,503.15,390.77,398.77,400.18,392.68,66.86,1.2
2017-04-26 17:00:00,56.75,13.54,1198.1,386.79,399.05,9.85,1.7,300.04,299.12,299.92,300.04,299.99,299.81,299.89,500.26,501.13,499.9,410.41,400.9,400.27,406.51,65.46,3.21
2017-04-26 18:00:00,56.75,13.54,1987.33,367.56,400.37,9.82,1.59,299.79,300.15,299.83,299.86,299.91,300.5,299.96,537.69,534.75,535.58,403.25,400.19,401.98,402.12,64.68,3.71
2017-04-26 19:00:00,56.75,13.54,2252.11,487.05,400.17,9.57,1.67,299.93,300.25,299.9,299.82,299.96,299.73,299.92,500.77,500.36,500.27,401.17,400.2,404.59,401.47,65.74,2.13
2017-04-26 20:00:00,56.75,13.54,2171.42,510.87,400.11,9.55,1.7,299.99,300.1,299.89,299.93,299.88,299.03,299.94,499.76,500.7,500.78,399.17,397.76,402.49,399.3,65.6,2.13
2017-04-26 21:00:00,56.75,13.54,2330.84,508.71,399.32,9.55,1.7,299.81,300.37,300.12,300.03,299.86,301.12,300.1,499.83,500.38,499.43,399.77,400.38,400.6,401.28,64.89,2.85
2017-04-26 22:00:00,56.75,13.54,2598.15,518.59,400.83,9.8,1.71,299.92,299.92,299.81,299.86,299.79,299.76,299.15,499.04,499.07,498.51,401.94,399.73,400.01,400.64,64.91,2.69
2017-04-26 23:00:00,56.75,13.54,2569.54,529.69,399.75,9.89,1.73,300.0,299.83,299.96,299.94,300.01,299.19,299.86,499.6,501.31,500.69,400.18,400.11,400.08,399.66,66.3,1.84
2017-04-27 00:00:00,56.74,13.59,2413.27,502.98,400.27,9.87,1.69,300.01,299.82,299.83,300.03,299.67,300.84,299.6,499.86,500.72,499.4,399.64,400.12,400.88,399.9,66.1,1.26
2017-04-27 01:00:00,53.48,20.98,2619.48,523.84,399.89,9.71,1.73,299.69,298.37,299.95,299.86,299.92,300.12,299.73,500.16,500.88,500.75,399.38,398.91,399.38,398.5,66.28,1.64
2017-04-27 02:00:00,53.48,20.98,1949.67,507.77,399.92,9.58,1.73,299.88,299.84,299.9,300.02,299.92,299.5,299.79,500.33,499.28,499.09,399.59,400.79,400.48,399.85,66.48,1.25
2017-04-27 03:00:00,53.48,20.98,2055.8,511.47,400.17,9.47,1.75,299.84,299.91,299.76,299.94,300.18,300.31,300.32,500.7,499.6,499.07,401.38,400.65,398.98,399.82,66.3,1.57
2017-04-27 04:00:00,53.48,20.98,2055.02,493.77,399.75,9.55,1.75,300.0,300.28,299.83,299.86,299.96,300.11,300.14,499.35,500.05,499.94,401.83,399.18,401.2,400.41,66.32,2.09
2017-04-27 05:00:00,53.48,20.98,2685.63,453.68,399.17,9.76,1.71,299.88,300.29,299.81,299.8,299.72,299.75,300.58,503.76,504.53,504.7,401.46,399.98,395.36,400.29,65.15,2.96
2017-04-27 06:00:00,53.51,20.93,1852.39,337.48,398.28,9.66,1.59,299.99,299.73,299.9,299.98,299.8,300.05,299.09,573.1,570.41,593.66,396.15,398.04,397.39,396.17,65.31,2.15
2017-04-27 07:00:00,58.05,11.85,1673.24,439.42,399.75,9.14,1.72,299.87,299.93,299.75,299.86,299.95,299.29,300.38,499.21,501.2,499.77,400.3,399.12,402.54,398.94,65.38,2.47
2017-04-27 08:00:00,58.05,11.85,1850.38,432.22,400.04,9.53,1.71,254.23,247.99,249.19,300.16,294.98,274.76,272.68,748.76,737.69,727.06,444.86,438.8,429.11,434.09,65.61,2.07
2017-04-27 09:00:00,58.05,11.85,2497.84,446.55,402.75,9.65,1.73,176.41,183.02,187.47,299.95,291.13,249.52,250.02,810.34,797.88,790.7,438.59,443.84,447.73,443.63,66.17,1.93
2017-04-27 10:00:00,58.05,11.85,2160.29,458.42,399.64,9.44,1.75,176.35,191.51,190.57,299.58,291.68,250.24,250.27,801.3,794.96,800.7,454.89,450.44,446.67,451.75,65.47,2.35
2017-04-27 11:00:00,58.05,11.85,2064.39,449.58,400.29,9.65,1.74,176.3,200.01,193.67,299.21,292.24,250.96,249.49,798.98,798.39,799.51,460.72,453.12,449.89,454.02,63.59,4.6
2017-04-27 12:00:00,58.05,11.85,1896.81,435.18,399.23,9.82,1.75,176.24,208.5,196.78,298.84,292.8,249.38,250.66,797.92,799.08,799.01,453.75,451.6,450.98,450.0,63.79,4.43
2017-04-27 13:00:00,58.05,11.85,1981.2,416.66,401.66,9.65,1.69,176.18,217.0,199.88,298.47,293.36,249.99,250.39,820.61,803.91,819.36,456.31,451.44,452.66,454.19,63.29,4.77
2017-04-27 14:00:00,58.05,11.85,1967.28,453.55,402.23,9.54,1.72,179.21,231.22,210.03,298.26,294.34,252.84,253.37,785.05,758.52,778.38,437.57,441.52,442.13,440.84,62.8,5.1
2017-04-27 15:00:00,58.06,11.84,1794.12,525.47,400.26,9.65,1.76,293.04,299.64,299.98,299.94,299.91,298.62,300.08,501.32,500.79,500.77,400.77,401.26,400.96,402.79,63.62,3.34
2017-04-27 16:00:00,59.74,8.77,2326.94,549.63,399.93,9.7,1.75,299.54,299.26,300.15,299.69,299.99,300.38,300.19,500.0,499.3,499.41,397.92,399.54,397.63,399.11,64.36,3.04
2017-04-27 17:00:00,59.74,8.77,2296.36,553.68,400.47,9.64,1.76,299.99,299.82,300.04,299.95,300.1,300.06,299.65,499.39,500.22,500.27,400.98,400.13,401.96,401.6,64.02,4.28
2017-04-27 18:00:00,59.74,8.77,2056.85,543.49,399.58,9.51,1.75,299.82,299.88,299.99,299.74,299.83,299.58,300.31,500.03,501.3,499.55,398.23,401.08,399.67,399.66,63.77,3.83
2017-04-27 19:00:00,59.74,8.77,2216.37,546.77,398.98,9.99,1.75,299.5,300.48,300.07,299.75,299.82,299.71,299.5,499.29,500.02,499.33,399.18,399.34,402.5,397.23,65.39,2.18
2017-04-27 20:00:00,59.74,8.77,2014.57,551.55,399.35,9.66,1.76,299.83,300.29,300.09,300.07,299.92,299.14,299.55,499.24,499.97,499.96,402.49,399.06,400.0,401.06,66.61,1.19
2017-04-27 21:00:00,59.74,8.77,2021.9,534.19,399.63,9.4,1.73,299.7,299.22,299.59,299.69,299.51,300.84,300.36,499.54,500.28,500.28,400.7,400.65,399.12,399.43,64.0,3.31
2017-04-27 22:00:00,59.74,8.77,2187.14,522.72,400.68,9.7,1.75,299.95,300.7,299.94,299.86,299.91,299.75,300.27,500.01,499.99,499.41,401.28,401.54,397.63,398.79,66.52,1.27
2017-04-27 23:00:00,59.74,8.77,1731.96,477.59,399.23,9.77,1.68,299.66,300.56,299.77,299.84,299.39,299.54,299.71,499.16,500.12,500.25,402.84,399.84,400.37,400.96,66.94,1.13
2017-04-28 00:00:00,59.71,8.83,2151.01,469.33,399.69,9.49,1.67,299.92,300.64,300.08,299.71,300.02,300.59,300.71,501.31,500.3,501.18,401.76,401.59,401.86,401.72,64.89,1.73
2017-04-28 01:00:00,53.02,20.32,2119.45,510.52,400.27,9.44,1.73,300.07,299.94,299.95,299.98,299.83,300.38,300.58,500.11,500.44,499.54,397.94,397.05,394.77,394.84,65.28,2.53
2017-04-28 02:00:00,53.02,20.32,2045.44,518.53,400.04,9.67,1.75,299.88,298.78,300.08,299.96,299.82,299.92,300.03,500.08,500.6,500.39,405.14,403.81,403.96,408.96,62.72,2.98
2017-04-28 03:00:00,53.02,20.32,1891.7,534.15,399.11,9.55,1.73,299.84,299.2,299.99,299.98,299.6,300.11,300.44,553.77,560.05,554.72,396.76,398.75,400.92,396.52,62.54,3.89
2017-04-28 04:00:00,53.02,20.32,2094.79,548.93,399.98,9.6,1.75,299.81,300.09,299.93,299.86,299.86,299.82,299.85,499.73,500.92,500.17,407.09,400.8,399.74,399.69,62.36,4.79
2017-04-28 05:00:00,53.02,20.32,1828.01,555.4,399.57,9.93,1.76,299.84,300.32,299.94,299.87,300.12,299.32,299.84,498.39,500.66,499.75,407.89,399.88,402.11,398.62,63.62,5.23
2017-04-28 06:00:00,53.02,20.32,1968.81,541.18,399.76,9.5,1.74,288.54,283.56,284.57,299.42,300.12,293.54,293.29,547.35,543.54,541.9,411.41,403.02,415.64,420.76,63.86,4.63
2017-04-28 07:00:00,53.55,18.75,1982.03,527.36,400.2,9.49,1.72,176.75,187.79,191.56,296.41,299.91,249.87,250.32,800.97,800.81,799.92,445.22,448.61,600.35,602.39,64.44,4.15
2017-04-28 08:00:00,53.55,18.75,1549.31,500.51,400.05,9.6,1.69,176.35,184.86,188.48,296.1,298.86,250.7,249.9,799.51,800.68,799.67,456.81,449.86,600.31,602.3,64.68,4.23
2017-04-28 09:00:00,53.55,18.75,1406.37,494.84,399.14,9.42,1.68,176.2,181.94,185.41,295.79,297.81,249.64,250.11,798.95,802.83,799.67,439.66,448.54,599.42,597.21,62.51,4.17
2017-04-28 10:00:00,53.55,18.75,2087.64,529.21,400.55,9.61,1.72,176.05,179.02,182.33,295.49,296.76,249.88,250.19,800.63,800.4,801.0,466.34,456.66,598.13,598.33,63.05,4.04
2017-04-28 11:00:00,53.55,18.75,2161.05,546.33,400.42,9.95,1.75,211.96,222.92,224.43,295.18,295.71,250.3,249.97,800.7,798.0,801.61,486.1,490.33,601.71,594.88,63.58,3.91
2017-04-28 12:00:00,53.55,18.75,2180.34,560.94,406.35,9.86,1.69,250.04,250.54,249.89,294.88,294.66,250.1,250.04,800.39,798.07,800.8,598.87,596.16,598.24,598.91,63.47,3.79
2017-04-28 13:00:00,53.55,18.75,1626.96,421.16,409.42,9.73,1.56,250.11,250.06,250.14,294.57,293.61,250.08,250.06,798.9,798.96,799.55,591.43,595.42,597.91,593.82,63.37,3.66
2017-04-28 14:00:00,53.55,18.75,1981.56,377.6,412.32,9.95,1.53,250.06,250.28,250.1,294.27,292.56,250.12,250.15,793.62,793.59,793.81,597.08,598.97,597.63,598.94,63.83,3.53
2017-04-28 15:00:00,53.55,18.73,2080.53,462.86,408.82,9.56,1.59,289.5,293.94,293.7,299.0,298.92,290.5,292.87,449.8,447.84,447.94,452.1,446.54,447.13,449.02,62.31,3.4
2017-04-28 16:00:00,54.58,15.38,1964.91,396.76,399.95,9.3,1.56,299.73,300.51,299.86,299.92,299.99,300.78,299.9,450.08,449.38,449.41,449.44,450.41,450.08,449.15,62.83,3.28
2017-04-28 17:00:00,54.58,15.38,1820.75,449.89,400.07,9.94,1.62,300.05,300.0,299.96,299.85,299.88,300.61,299.88,448.71,451.46,449.13,442.48,438.65,440.08,438.65,62.27,3.15
2017-04-28 18:00:00,54.58,15.38,2258.51,451.09,400.08,9.94,1.62,300.05,300.33,299.85,299.93,300.0,300.14,299.96,450.38,449.15,450.58,350.63,349.59,352.16,349.43,65.36,3.08
2017-04-28 19:00:00,54.58,15.38,2015.41,427.16,400.32,9.81,1.59,299.89,299.36,299.9,299.91,299.63,299.61,300.08,450.23,450.36,449.52,349.94,349.79,349.92,350.08,65.28,2.0
2017-04-28 20:00:00,54.58,15.38,2087.37,481.41,400.07,9.74,1.66,299.9,298.46,300.01,299.87,299.77,300.2,299.79,450.49,451.52,449.94,352.36,349.7,352.28,348.04,66.06,1.82
2017-04-28 21:00:00,54.58,15.38,1802.51,440.13,400.62,9.78,1.6,299.88,299.67,299.87,299.91,299.44,300.06,299.74,449.44,447.54,449.33,348.52,347.92,351.17,347.85,66.06,2.58
2017-04-28 22:00:00,54.58,15.38,1932.76,463.68,399.51,9.47,1.64,299.85,300.84,300.01,299.97,299.94,299.39,299.8,449.72,447.95,449.58,352.57,351.0,353.33,349.26,65.96,1.85
2017-04-28 23:00:00,54.58,15.38,1789.38,456.03,399.6,9.6,1.64,299.94,299.76,300.04,299.88,299.69,299.76,299.84,458.43,450.03,459.22,353.7,348.41,352.16,348.79,65.12,2.85
2017-04-29 00:00:00,54.59,15.39,1764.24,531.2,399.92,9.8,1.73,299.84,299.38,299.93,299.93,299.88,299.55,300.68,448.18,450.47,449.51,359.83,355.11,355.21,356.1,66.2,1.71
2017-04-29 01:00:00,55.45,16.76,2008.7,550.63,398.88,9.67,1.76,299.91,299.65,299.83,299.95,300.1,299.75,300.57,448.97,450.32,450.52,341.42,346.25,353.13,346.28,65.96,1.75
2017-04-29 02:00:00,55.45,16.76,2013.7,552.89,399.86,10.02,1.76,300.13,299.89,299.99,299.98,300.28,300.1,299.83,451.14,448.38,450.1,346.99,349.95,354.88,349.47,65.99,1.57
2017-04-29 03:00:00,55.45,16.76,1897.48,566.32,399.64,10.09,1.78,300.02,299.42,299.98,299.96,299.53,299.65,299.81,450.6,451.15,450.26,352.16,350.05,350.23,350.32,65.13,1.83
2017-04-29 04:00:00,55.45,16.76,1884.99,558.02,400.3,9.68,1.79,299.71,300.05,299.93,299.95,299.76,300.34,300.21,461.72,465.87,466.29,356.09,351.98,359.0,353.43,65.52,1.65
2017-04-29 05:00:00,55.45,16.76,1898.61,541.25,400.06,9.58,1.74,299.89,300.35,299.91,299.84,300.32,300.29,299.84,459.13,461.37,454.57,374.72,346.37,352.89,343.82,65.58,1.87
2017-04-29 06:00:00,55.44,16.78,2061.05,525.51,399.64,10.12,1.74,299.86,299.82,299.94,299.91,300.07,300.54,299.74,451.22,450.96,450.26,349.75,349.29,351.21,350.08,65.42,2.06
